"CW","CLR","SD","D","PLOT"
1.75,0.57,1511.111111,2.8,50
2.95,0.86,1511.111111,5,50
2.15,0.86,1511.111111,4.7,50
1.75,0.93,1511.111111,5.2,50
2.6,0.74,1511.111111,3,50
2.1,0.6,1511.111111,4.9,50
3,0.82,1511.111111,5.8,50
2.7,0.67,1511.111111,5.6,50
2.2,0.58,1511.111111,3.2,50
2.55,0.73,1511.111111,5.4,50
2.3,0.74,1511.111111,4.8,50
2.05,0.61,1511.111111,3.5,50
1.5,0.32,1511.111111,5.8,50
0.8,0.24,1511.111111,3.3,50
3.2,0.67,1511.111111,10.5,50
2.05,0.75,1511.111111,3.2,50
4,0.74,1511.111111,21.2,50
4.15,0.75,1511.111111,20.5,50
3.55,0.59,1511.111111,13.9,50
2.55,0.52,1511.111111,7.5,50
2.9,0.52,1511.111111,6.6,50
3.2,0.48,1511.111111,6.9,50
5,0.73,1511.111111,18.1,50
5.75,0.66,1511.111111,16.2,50
4.1,0.66,1511.111111,10.4,50
1.7,0.5,1511.111111,5.2,50
2.2,0.33,1511.111111,3.8,50
5.95,0.7,1511.111111,21.3,50
3.6,0.57,1511.111111,8.9,50
2.7,0.51,1511.111111,3.5,50
2.65,0.4,1511.111111,7,50
5.35,0.86,1511.111111,21.3,50
3.25,0.54,1511.111111,7.8,50
3.3,0.48,1511.111111,5.3,50
4.15,0.83,1511.111111,15.8,50
5.4,0.76,1511.111111,11.2,50
5.25,0.79,1511.111111,23.4,50
4.1,0.47,1511.111111,15.2,50
2.95,0.38,1511.111111,10.1,50
3.2,0.58,1511.111111,8.9,50
1.85,0.57,1511.111111,13.1,50
3.6,0.85,1511.111111,13.4,50
5.35,0.75,1511.111111,19.9,50
5.1,0.78,1511.111111,12.2,50
2.45,0.34,1511.111111,5.3,50
4.85,0.82,1511.111111,18.2,50
4.2,0.72,1511.111111,12.8,50
2.4,0.55,1511.111111,3.6,50
2.7,0.82,1511.111111,5.6,50
2.8,0.94,1511.111111,3.8,50
5.65,0.83,1511.111111,20.9,50
3.95,0.68,1511.111111,7.9,50
5.4,0.73,1511.111111,12.3,50
2.76,0.65,1133.333333,7.5,47
2.485,0.62,1133.333333,8,47
2.025,0.42,1133.333333,4.3,47
2.74,0.79,822.2222222,16.2,48
2.45,0.6,822.2222222,10.1,48
3.335,0.52,822.2222222,22.1,48
3.045,0.58,822.2222222,22.3,48
3.875,0.82,822.2222222,25.9,48
3.955,0.72,822.2222222,25.6,48
4.5,0.71,822.2222222,23.1,48
3.295,0.72,822.2222222,21.9,48
3.605,0.47,822.2222222,27.3,48
3.72,0.42,822.2222222,23.2,48
3.65,0.62,822.2222222,22.6,48
2.48,0.33,822.2222222,15.1,48
3.18,0.62,822.2222222,18.6,48
4.195,0.3,822.2222222,21.8,48
3.36,0.29,822.2222222,28.9,48
2.47,0.43,822.2222222,15.6,48
2.73,0.25,822.2222222,12.1,48
2.75,0.41,822.2222222,12.7,48
3.595,0.54,822.2222222,22.7,48
3.02,0.48,822.2222222,17,48
2.915,0.34,822.2222222,13.9,48
3.455,0.37,822.2222222,23,48
3.495,0.62,822.2222222,21.2,48
2.455,0.62,822.2222222,12.4,48
4.13,0.55,822.2222222,27.6,48
4.12,0.6,822.2222222,27.3,48
3.54,0.51,822.2222222,23.1,48
4.17,0.74,822.2222222,29.6,48
3.35,0.54,822.2222222,25.8,48
2.585,0.47,822.2222222,24,48
4.375,0.56,822.2222222,26.8,48
2.255,0.52,822.2222222,8.4,48
4.08,0.33,822.2222222,24,48
2.29,0.47,822.2222222,8.8,48
4.05,0.49,822.2222222,24.1,48
5.41,0.59,822.2222222,27.1,48
3.955,0.5,822.2222222,23.4,48
4.875,0.52,822.2222222,25.8,48
4.145,0.68,822.2222222,24.9,48
5.24,0.71,822.2222222,30.5,48
3.315,0.35,822.2222222,15,48
2.25,0.64,822.2222222,9.4,48
3.485,0.47,822.2222222,25.9,48
3.7,0.34,822.2222222,25,48
3.67,0.38,822.2222222,17.9,48
3.115,0.46,822.2222222,20.7,48
1.71,0.26,822.2222222,4.3,48
5.225,0.59,822.2222222,30.6,48
3.845,0.57,822.2222222,24.4,48
2.845,0.53,822.2222222,16.7,48
2.765,0.27,822.2222222,16.3,48
2.32,0.32,822.2222222,7.4,48
4.975,0.5,822.2222222,29,48
4.54,0.43,822.2222222,28.2,48
4.055,0.53,822.2222222,19.8,48
3.98,0.51,822.2222222,24.3,48
3.47,0.58,822.2222222,21.1,48
3.89,0.43,822.2222222,23.7,48
3.815,0.49,822.2222222,26.6,48
3.48,0.4,822.2222222,21.4,48
1.96,0.59,822.2222222,5.4,48
3.41,0.45,822.2222222,23.3,48
2.75,0.57,822.2222222,11.2,48
3.625,0.52,822.2222222,23.2,48
3.205,0.5,822.2222222,15.1,48
2.135,0.38,822.2222222,11.8,48
3.59,0.36,822.2222222,25.2,48
3.84,0.46,822.2222222,21.5,48
4.115,0.38,822.2222222,24.8,48
5.69,0.41,2155.555556,15.6,49
5.67,0.43,2155.555556,11.5,49
3.255,0.18,2155.555556,12.1,49
3.83,0.34,2155.555556,9.2,49
4.585,0.35,2155.555556,12.4,49
3.355,0.45,2155.555556,9.9,49
4.565,0.19,2155.555556,13.2,49
2.84,0.39,2155.555556,7.2,49
3.205,0.36,2155.555556,9.2,49
2.28,0.36,2155.555556,7.6,49
3.165,0.28,2155.555556,9.9,49
2.21,0.21,2155.555556,7.5,49
3.44,0.33,2155.555556,11.4,49
3.855,0.33,2155.555556,10.5,49
3.205,0.32,2155.555556,7.9,49
4.79,0.41,2155.555556,17.78,49
3.245,0.48,2155.555556,16.6,49
3.695,0.37,2155.555556,13.6,49
2.385,0.24,2155.555556,7.2,49
3.435,0.29,2155.555556,7.1,49
3.98,0.36,2155.555556,11.4,49
3,0.08,2155.555556,3.6,49
2.605,0.28,2155.555556,5.2,49
4.815,0.28,2155.555556,12.2,49
1.9,0.32,2155.555556,8.3,49
4.64,0.52,2155.555556,13.6,49
3.885,0.47,2155.555556,8.9,49
3.78,0.2,2155.555556,10.2,49
3.42,0.28,2155.555556,9.6,49
4.49,0.47,2155.555556,11.3,49
5.71,0.31,2155.555556,13.2,49
3.905,0.36,2155.555556,8.1,49
3.715,0.25,2155.555556,14.6,49
4.21,0.22,2155.555556,9.7,49
4.165,0.19,2155.555556,13.5,49
3.525,0.4,2155.555556,8.1,49
3.87,0.26,2155.555556,8.6,49
4.42,0.3,2155.555556,8.2,49
3.78,0.19,2155.555556,6.4,49
3.36,0.23,2155.555556,11.5,49
2.075,0.29,2155.555556,8.4,49
2.16,0.24,2155.555556,10.1,49
3.695,0.33,2155.555556,10.7,49
2.54,0.44,2155.555556,7,49
2.24,0.33,2155.555556,4.4,49
3.13,0.25,2155.555556,7.4,49
2.55,0.35,2155.555556,7.9,49
2.82,0.29,2155.555556,5.2,49
3.165,0.31,2155.555556,9.6,49
3.495,0.24,2155.555556,7.2,49
3.44,0.19,2155.555556,10.2,49
2.7815,0.47,2155.555556,6.7,49
2.38,0.38,2155.555556,10.2,49
2.575,0.17,2155.555556,2.7,49
3.06,0.51,2155.555556,7.5,49
4.14,0.33,2155.555556,6.7,49
2.705,0.22,2155.555556,8.2,49
2.48,0.18,2155.555556,3.6,49
3.795,0.31,2155.555556,12.1,49
3.025,0.18,2155.555556,7.1,49
3.9,0.23,2155.555556,7.9,49
4.67,0.44,2155.555556,15.9,49
4.545,0.27,2155.555556,14.6,49
3.975,0.41,2155.555556,10.9,49
2.29,0.15,2155.555556,7.4,49
2.335,0.25,2155.555556,13.4,49
3.57,0.17,2155.555556,12.4,49
3.305,0.15,2155.555556,11.5,49
3.09,0.32,2155.555556,10.2,49
3.265,0.49,2155.555556,14.4,49
3.085,0.29,2155.555556,13.1,49
3.4,0.32,2155.555556,12.6,49
3.405,0.36,2155.555556,14.4,49
1.4,0.38,2155.555556,7.6,49
1.595,0.37,2155.555556,7.5,49
2.23,0.43,2155.555556,3.7,49
2.055,0.35,2155.555556,11.5,49
2.32,0.44,2155.555556,5.8,49
3.25,0.36,2155.555556,15,49
3.09,0.3,2155.555556,9.7,49
2.75,0.28,2155.555556,4.5,49
2.96,0.26,2155.555556,9.6,49
1.88,0.22,2155.555556,10.1,49
3.25,0.28,2155.555556,9.5,49
3.5,0.27,2155.555556,14.2,49
2.6,0.22,2155.555556,13.5,49
2.8,0.19,2155.555556,11.6,49
2.7,0.41,2155.555556,14.7,49
5.45,0.47,2155.555556,9.5,49
3.9,0.2,2155.555556,11.3,49
4.75,0.27,2155.555556,11.8,49
3.1,0.2,2155.555556,9.2,49
2.55,0.16,2155.555556,8.6,49
2.7,0.15,2155.555556,12.2,49
2.05,0.16,2155.555556,8.4,49
3.2,0.22,2155.555556,7.5,49
2.25,0.16,2155.555556,7.6,49
1.9,0.19,2155.555556,7.4,49
1.2,0.33,2155.555556,7,49
3,0.24,2155.555556,14.4,49
1.65,0.19,2155.555556,7.6,49
3.1,0.16,2155.555556,5.9,49
2.75,0.28,2155.555556,5.4,49
3.3,0.23,2155.555556,9.6,49
3.15,0.32,2155.555556,8.9,49
3.5,0.28,2155.555556,12.1,49
3.75,0.37,2155.555556,11.2,49
3.7,0.22,2155.555556,10.2,49
3.05,0.28,2155.555556,10.9,49
2.6,0.11,2155.555556,10.6,49
3,0.29,2155.555556,11.6,49
3.7,0.14,2155.555556,12.2,49
3.2,0.32,2155.555556,13.5,49
4.1,0.39,2155.555556,12.4,49
3.9,0.29,2155.555556,11.2,49
2.4,0.11,2155.555556,8.6,49
2,0.27,2155.555556,10,49
1.9,0.17,2155.555556,5.3,49
1.165,0.23,2155.555556,5.2,49
1.91,0.19,2155.555556,4.4,49
2.745,0.19,2155.555556,7.2,49
2.265,0.18,2155.555556,7,49
2.34,0.4,2155.555556,8.6,49
1.69,0.33,2155.555556,9.1,49
0.845,0.34,2155.555556,6.5,49
2.965,0.27,2155.555556,11.5,49
3.085,0.34,2155.555556,13.5,49
2.65,0.34,2155.555556,5.7,49
3.09,0.29,2155.555556,6.8,49
2.78,0.31,2155.555556,11.3,49
2.445,0.28,2155.555556,10.2,49
1.92,0.33,2155.555556,7.4,49
2.635,0.15,2155.555556,9.4,49
3.74,0.45,2155.555556,14.2,49
3.615,0.33,2155.555556,13.9,49
3.065,0.41,2155.555556,14.6,49
3.35,0.4,2155.555556,9.3,49
4.13,0.54,2155.555556,10.2,49
1.715,0.6,2155.555556,5.4,49
1.935,0.28,2155.555556,5.6,49
2.72,0.41,2155.555556,8.6,49
2.66,0.34,2155.555556,8.9,49
2.92,0.39,2155.555556,7.6,49
1.27,0.52,2155.555556,8.2,49
2.475,0.24,2155.555556,3.9,49
4.095,0.16,2155.555556,7.2,49
3.545,0.49,2155.555556,12.6,49
5.33,0.15,2155.555556,10.2,49
3.825,0.46,2155.555556,5.2,49
4.615,0.41,2155.555556,8.7,49
2.96,0.43,2155.555556,8.9,49
1.53,0.11,2155.555556,5.4,49
3.36,0.5,2155.555556,11.5,49
4.91,0.42,2155.555556,13.2,49
4.915,0.45,2155.555556,10.9,49
5.19,0.28,2155.555556,12.1,49
3.865,0.22,2155.555556,8.9,49
2.15,0.25,2155.555556,8.1,49
3.085,0.2,2155.555556,9.6,49
2.33,0.17,2155.555556,10.2,49
1.85,0.28,2155.555556,10.4,49
4.735,0.28,2155.555556,11.2,49
5.09,0.18,2155.555556,13.1,49
3.46,0.27,2155.555556,12,49
3.335,0.41,2155.555556,13.3,49
2.805,0.31,2155.555556,9.4,49
3.365,0.23,2155.555556,11.6,49
3.525,0.53,977.7777778,17.7,50
3.045,0.43,977.7777778,15,50
1.575,0.36,977.7777778,7,50
3.16,0.49,977.7777778,22,50
3.18,0.35,977.7777778,23.4,50
3.15,0.77,977.7777778,14.8,50
2.915,0.61,977.7777778,14.3,50
2.435,0.54,977.7777778,6.4,50
4.24,0.5,977.7777778,26.6,50
4.765,0.85,977.7777778,31.7,50
2.6,0.47,977.7777778,6.5,50
3.315,0.69,977.7777778,11.7,50
3.18,0.67,977.7777778,12.6,50
2.41,0.69,977.7777778,9.9,50
3.355,0.46,977.7777778,22.9,50
3.65,0.63,722.2222222,18.3,51
2.75,0.28,722.2222222,11.5,51
3.75,0.47,722.2222222,16.8,51
4.05,0.34,722.2222222,16.6,51
5.85,0.65,722.2222222,18.8,51
2.6,0.46,722.2222222,5.6,51
4.6,0.63,722.2222222,14.6,51
3.1,0.55,722.2222222,10.7,51
5.4,0.38,722.2222222,15.4,51
4.8,0.84,722.2222222,11.2,51
7.7,0.68,722.2222222,25.1,51
3.25,0.63,722.2222222,10.8,51
3.75,0.83,722.2222222,13.3,51
6.3,0.61,722.2222222,23.2,51
2.65,0.64,722.2222222,11.2,51
1.55,0.75,722.2222222,7.4,51
6.65,0.61,722.2222222,22,51
7.4,0.52,722.2222222,22.5,51
7.75,0.66,722.2222222,16.8,51
4.45,0.79,722.2222222,13.3,51
6.4,0.61,722.2222222,23.3,51
6.8,0.61,722.2222222,20.8,51
6.5,0.71,722.2222222,18.5,51
5.85,0.68,722.2222222,19.4,51
5.6,0.8,722.2222222,17.5,51
6.4,0.7,722.2222222,23.1,51
7.05,0.64,722.2222222,19.3,51
6.6,0.71,722.2222222,20,51
4.3,0.75,722.2222222,23,51
5.7,0.74,722.2222222,20.1,51
2.25,0.43,722.2222222,8.3,51
7.05,0.8,722.2222222,24.5,51
7.3,0.76,722.2222222,23.3,51
4.45,0.69,722.2222222,7.4,51
4.85,0.73,722.2222222,14.2,51
3.15,0.65,722.2222222,7.9,51
5.25,0.76,722.2222222,21.7,51
6.55,0.84,722.2222222,18.2,51
4.9,0.84,722.2222222,8.9,51
5.45,0.46,722.2222222,12.7,51
3.745,0.72,1033.333333,13.1,52
4.5,0.88,1033.333333,23.9,52
3.125,0.59,1033.333333,12,52
2.95,0.08,1033.333333,5.9,52
2.54,0.54,1033.333333,10.4,52
2.915,0.41,1033.333333,15.1,52
2.305,0.49,1033.333333,21.4,52
2.45,0.35,1033.333333,7,52
3.715,0.51,1033.333333,18.4,52
2.795,0.67,1033.333333,17,52
3.35,0.37,1033.333333,14.6,52
3.515,0.58,1033.333333,15.4,52
3.615,0.43,1033.333333,9.5,52
2.595,0.51,1033.333333,14.8,52
3.42,0.51,1033.333333,20.7,52
3.25,0.36,1033.333333,15.4,52
3.455,0.75,1033.333333,14.7,52
3.215,0.77,1033.333333,13.4,52
2.895,0.14,1033.333333,3.1,52
4.315,0.8,1033.333333,16.7,52
2.465,0.84,1033.333333,8.5,52
2.73,0.85,1033.333333,7.7,52
2.36,0.72,1033.333333,22.5,52
2.735,0.71,1033.333333,4.5,52
3.145,0.77,1033.333333,17.9,52
3.125,0.86,1033.333333,15.5,52
3.19,0.29,1033.333333,8.8,52
2.76,0.76,1033.333333,10.4,52
4.52,0.86,1033.333333,32.5,52
6.85,0.58,744.4444444,16.5,53
5.75,0.51,744.4444444,12.6,53
6.3,0.59,744.4444444,23.9,53
6.25,0.58,744.4444444,23.1,53
3.25,0.45,744.4444444,14.9,53
6.85,0.37,744.4444444,21.2,53
3.95,0.33,744.4444444,10.6,53
5.95,0.56,744.4444444,21.9,53
5.1,0.52,744.4444444,9.9,53
6.1,0.43,744.4444444,20.2,53
4.9,0.61,744.4444444,16.5,53
3.8,0.66,744.4444444,18.5,53
6.4,0.44,744.4444444,18.9,53
5.6,0.37,744.4444444,21.3,53
2.65,0.55,744.4444444,15.1,53
7.1,0.49,744.4444444,26.6,53
6.65,0.5,744.4444444,27.8,53
7.5,0.68,744.4444444,19.2,53
7.35,0.56,744.4444444,17.3,53
6.15,0.38,744.4444444,15.1,53
6.25,0.42,744.4444444,17,53
5.7,0.9,744.4444444,17.5,53
7,0.48,744.4444444,18.6,53
7.2,0.55,744.4444444,25.3,53
7.8,0.63,744.4444444,27.7,53
6.45,0.72,744.4444444,21.1,53
5,0.42,744.4444444,11.6,53
4.95,0.3,744.4444444,9.5,53
7.1,0.69,744.4444444,22.7,53
6.7,0.42,744.4444444,18.2,53
3.65,0.61,744.4444444,9.4,53
5.65,0.37,744.4444444,11.5,53
3.35,0.76,744.4444444,8.4,53
4.5,0.67,744.4444444,13.9,53
6.6,0.52,744.4444444,15.3,53
7.05,0.52,744.4444444,22.2,53
5.25,0.74,744.4444444,26.6,53
3.7,0.69,744.4444444,14.5,53
1.15,0.52,744.4444444,3.8,53
4.3,0.71,744.4444444,23.1,53
6.4,0.51,744.4444444,10.7,53
2.6,0.65,744.4444444,4.8,53
4.5,0.78,744.4444444,11.6,53
4.05,0.48,744.4444444,10.7,53
4.85,0.45,744.4444444,8.6,53
5.15,0.49,744.4444444,12.2,53
6.95,0.65,744.4444444,18.8,53
6.35,0.49,744.4444444,22.2,53
7.05,0.65,744.4444444,26.2,53
3,0.28,744.4444444,6.6,53
7.85,0.55,744.4444444,24.2,53
3.1,0.41,944.4444444,12.3,54
5.715,0.38,944.4444444,23.6,54
3.69,0.32,944.4444444,16.9,54
5.21,0.59,944.4444444,21.8,54
3.645,0.41,944.4444444,17.2,54
3.99,0.76,944.4444444,18.9,54
3.9,0.37,944.4444444,24.6,54
2.005,0.53,944.4444444,6.2,54
3.2,0.44,944.4444444,17.3,54
3.785,0.39,944.4444444,18,54
3,0.39,944.4444444,19.7,54
1.845,0.39,944.4444444,3.8,54
4.325,0.49,944.4444444,21.3,54
7.845,0.41,944.4444444,21,54
4.815,0.4,944.4444444,24.2,54
1.695,0.77,944.4444444,4.3,54
1.8,0.52,944.4444444,2.4,54
2.51,0.52,944.4444444,5.5,54
3.46,0.48,944.4444444,6,54
4.05,0.71,944.4444444,12.8,54
3.51,0.76,944.4444444,14.7,54
1.89,0.24,944.4444444,4.8,54
3.155,0.41,944.4444444,16.3,54
4.92,0.66,944.4444444,27.4,54
3.935,0.79,944.4444444,9.4,54
3.285,0.39,944.4444444,14.3,54
2.9,0.25,944.4444444,16.3,54
3.465,0.55,944.4444444,16.5,54
2.24,0.6,944.4444444,4.4,54
1.835,0.33,944.4444444,4.9,54
3.67,0.18,944.4444444,23.9,54
3.15,0.19,944.4444444,18.6,54
4.15,0.33,944.4444444,20,54
2.5,0.45,944.4444444,15.6,54
2.7,0.31,944.4444444,11.3,54
2.1,0.38,944.4444444,14.9,54
1.95,0.32,944.4444444,12.5,54
2.5,0.61,944.4444444,18.7,54
3.35,0.43,944.4444444,24.1,54
3.6,0.63,944.4444444,21.4,54
2,0.51,944.4444444,10.9,54
2.5,0.45,944.4444444,13.3,54
2.75,0.62,944.4444444,18.5,54
3.15,0.86,944.4444444,10.1,54
2.55,0.29,944.4444444,11.6,54
2.9,0.27,944.4444444,14.8,54
2.65,0.63,944.4444444,10,54
1.8,0.42,944.4444444,3.6,54
2.65,0.43,944.4444444,12.3,54
2.2,0.29,944.4444444,15.6,54
2.2,0.54,944.4444444,9.9,54
3.15,0.48,944.4444444,6.8,54
5.55,0.42,944.4444444,18.4,54
4.25,0.52,944.4444444,17.7,54
5.7,0.45,944.4444444,17.6,54
7.35,0.47,944.4444444,17.7,54
3.2,0.34,944.4444444,5.4,54
2,0.42,944.4444444,4,54
5.6,0.57,944.4444444,19.5,54
3.85,0.27,944.4444444,12.1,54
5,0.66,944.4444444,21,54
1.45,0.62,944.4444444,3.9,54
1.95,0.53,944.4444444,10.3,54
4,0.59,944.4444444,21.6,54
2.935,0.45,1011.111111,16.4,55
2.88,0.49,1011.111111,5.9,55
3.93,0.5,1011.111111,20.8,55
2.6,0.51,1011.111111,5.2,55
3.24,0.32,1011.111111,10,55
3.67,0.65,1011.111111,12.3,55
3.245,0.48,1011.111111,16.3,55
3.655,0.53,1011.111111,20.8,55
4.695,0.01,1011.111111,17.6,55
2.725,0.28,1011.111111,10.1,55
3.47,0.32,1011.111111,13,55
4.025,0.72,1011.111111,23.4,55
4.655,0.51,1011.111111,27.3,55
3.195,0.37,1011.111111,17.8,55
3.82,0.56,1011.111111,13.2,55
2.92,0.33,1011.111111,16.5,55
3.43,0.44,1011.111111,22.7,55
2.66,0.09,1011.111111,12.7,55
2.79,0.49,1011.111111,8.7,55
3.29,0.68,1011.111111,14.7,55
2.94,0.61,1011.111111,14.6,55
3.505,0.71,1011.111111,16.1,55
3.8,0.61,1011.111111,22.9,55
3.77,0.48,1011.111111,21.2,55
3.435,0.56,1011.111111,15.8,55
3.035,0.66,1011.111111,13.5,55
1.575,0.64,1011.111111,6.8,55
3.01,0.5,1011.111111,12.8,55
3.845,0.34,1011.111111,14.9,55
3.495,0.52,1011.111111,16.7,55
3.005,0.06,1011.111111,11.7,55
3.04,0.6,1011.111111,13.4,55
3.08,0.56,1011.111111,15.8,55
2.895,0.42,1011.111111,8.2,55
2.8,0.49,1011.111111,17.4,55
2.895,0.33,1011.111111,14.7,55
3.76,0.38,1011.111111,18.8,55
4.93,0.14,1011.111111,26.8,55
4.5,0.25,1011.111111,19,55
4.185,0.36,1011.111111,19.2,55
4.655,0.49,1011.111111,23.4,55
4.865,0.73,1011.111111,19,55
3.73,0.36,1011.111111,20.1,55
2.68,0.61,1011.111111,12.5,55
3.375,0.39,1011.111111,14.3,55
3.82,0.64,1011.111111,14.5,55
2.425,0.61,1011.111111,10.4,55
4.62,0.57,1011.111111,17.2,55
3.015,0.54,1011.111111,16.2,55
2.29,0.43,1011.111111,11.8,55
2.93,0.38,1011.111111,16.4,55
4.395,0.62,1011.111111,7.2,55
3.825,0.64,1011.111111,19.6,55
3.215,0.64,1011.111111,13.2,55
3.66,0.68,1011.111111,16.2,55
3.155,0.54,1011.111111,11.1,55
2.905,0.73,1011.111111,10.7,55
2.535,0.63,1011.111111,11.4,55
3.195,0.5,1011.111111,19.2,55
2.785,0.73,1011.111111,9.9,55
2.405,0.46,1011.111111,9.3,55
1.545,0.18,1011.111111,7.6,55
2.885,0.21,1011.111111,17.1,55
2.585,0.13,1011.111111,6.8,55
2.3,0.22,1011.111111,7.2,55
4.085,0.02,1011.111111,18.5,55
4.495,0.57,1011.111111,23.3,55
3.445,0.57,1011.111111,15.9,55
2.185,0.54,1011.111111,6.3,55
3.21,0.73,1011.111111,17,55
2.42,0.62,1011.111111,8.4,55
2.375,0.61,1011.111111,9.8,55
2.4,0.65,1011.111111,16.5,55
3.04,0.41,1011.111111,17.3,55
2.73,0.56,1011.111111,9.6,55
3.45,0.72,1011.111111,18.3,55
2.835,0.47,1011.111111,9.9,55
3.475,0.52,1011.111111,16.6,55
2.56,0.48,1011.111111,17.8,55
3.96,0.63,1011.111111,17.5,55
3.44,0.5,1011.111111,7.2,55
5.315,0.8,555.5555556,25.4,56
4.245,0.8,555.5555556,13.9,56
6.07,0.78,555.5555556,27.6,56
4.765,0.57,555.5555556,18.9,56
3.4,0.54,555.5555556,19.7,56
3.22,0.72,555.5555556,15.4,56
5.625,0.82,555.5555556,25,56
5.58,0.75,555.5555556,25.3,56
5.28,0.72,555.5555556,22,56
4.7,0.49,555.5555556,14.7,56
5.745,0.71,555.5555556,28.2,56
4.43,0.88,555.5555556,32.2,56
6.31,0.82,555.5555556,33.1,56
4.635,0.71,555.5555556,22.3,56
5.7,0.84,555.5555556,24,56
3.68,0.71,555.5555556,26.8,56
4.815,0.81,555.5555556,21.3,56
4.21,0.61,555.5555556,26.7,56
3.63,0.71,555.5555556,10.7,56
4.33,0.49,555.5555556,25.7,56
4.195,0.66,555.5555556,24.2,56
4.085,0.74,555.5555556,27.5,56
4.24,0.8,555.5555556,11.6,56
4.15,0.8,555.5555556,15.8,56
3.14,0.74,555.5555556,7.2,56
3.48,0.67,555.5555556,20.1,56
3.935,0.7,555.5555556,19.8,56
3.38,0.56,555.5555556,16.2,56
5.6,0.84,555.5555556,27,56
4.15,0.69,555.5555556,17.1,56
3.195,0.1,555.5555556,10.6,56
4.725,0.42,555.5555556,26.9,56
4.9,0.57,555.5555556,34.3,56
5.24,0.61,555.5555556,19.6,56
5.25,0.72,555.5555556,30.3,56
4.655,0.78,555.5555556,37.1,56
2.07,0.69,555.5555556,3.6,56
3.795,0.71,555.5555556,22.2,56
3.32,0.46,555.5555556,25.4,56
2.14,0.79,555.5555556,8.6,56
4.26,0.58,555.5555556,24.5,56
5.415,0.8,555.5555556,28.8,56
3.8,0.78,555.5555556,13.2,56
4.26,0.65,555.5555556,21.5,56
4.42,0.64,555.5555556,27.5,56
4.985,0.79,555.5555556,22.3,56
4.62,0.7,555.5555556,9.7,56
3.82,0.39,555.5555556,7.8,56
3.62,0.36,555.5555556,23.2,56
6.5,0.53,922.2222222,15.2,43
4.15,0.49,922.2222222,8.9,43
1.6,0.23,922.2222222,7.1,43
7.6,0.77,922.2222222,28.1,43
1.25,0.21,922.2222222,3.8,43
3.55,0.36,922.2222222,8.5,43
7.2,0.71,922.2222222,15.1,43
7.05,0.71,922.2222222,23.1,43
5.9,0.75,922.2222222,24.5,43
6.15,0.65,922.2222222,18.7,43
3.8,0.66,922.2222222,13.3,43
