d,h,hdo,den,num,dhdo,loghdo
15.1,13.7,16.6,1656,0.885964912,250.66,2.809402695
19.8,12.1,20.3,800,0.449221231,401.94,3.010620886
12.1,9.7,19.6,789,0.744762235,237.16,2.975529566
13.1,12,16.9,1733,0.409540308,221.39,2.827313622
20.6,7.9,13,1511,0.401750528,267.8,2.564949357
2.9,3.5,16.2,1478,0.457243118,46.98,2.785011242
22.3,10.8,14.6,789,0.304527056,325.58,2.681021529
4.3,4.6,15,1956,0.184295922,64.5,2.708050201
19.6,18.8,22.8,956,0.633779893,446.88,3.126760536
5.6,5.4,20.5,722,0.98292832,114.8,3.020424886
16.6,12.4,14.1,2200,0.46410601,234.06,2.646174797
25.2,15,14.9,1222,0.589433598,375.48,2.701361213
6.1,5.9,16.6,1467,0.509349198,101.26,2.809402695
19.1,11.1,16.4,1844,0.21456869,313.24,2.797281335
5.4,7.3,16.6,1467,0.882689767,89.64,2.809402695
23.8,12.7,15.7,1022,0.988510335,373.66,2.753660712
14.6,10,14.1,2200,0.970622932,205.86,2.646174797
20.3,13.4,15.4,967,0.816282651,312.62,2.734367509
13.6,11.1,16.9,1733,0.205460097,229.84,2.827313622
8.6,8,17.2,1778,0.154225916,147.92,2.844909384
15,9.9,12.9,633,0.745905209,193.5,2.557227311
18,14.9,15.4,967,0.238189525,277.2,2.734367509
5.2,4.4,13,1511,0.621971331,67.6,2.564949357
13.9,12,16.9,1733,0.837947337,234.91,2.827313622
13.6,10.1,13,1511,0.427901678,176.8,2.564949357
14.5,9.7,14.9,1222,0.253949679,216.05,2.701361213
16.4,9.4,15.7,656,0.217687726,257.48,2.753660712
16.8,13.6,17.2,1778,0.104497028,288.96,2.844909384
11.6,10.1,14.1,2200,0.908285963,163.56,2.646174797
15.2,12.8,15.7,656,0.470998807,238.64,2.753660712
8.6,8.6,14.1,2200,0.877077089,121.26,2.646174797
5.8,5.2,13,1511,0.608825011,75.4,2.564949357
22.4,10.1,15.1,1067,0.273702607,338.24,2.714694744
8.9,14,17.2,1778,0.713059857,153.08,2.844909384
12.6,8.5,21.2,967,0.129021637,267.12,3.054001182
17,10.6,15.4,1033,0.935831713,261.8,2.734367509
10.2,10.4,14.1,2200,0.626452098,143.82,2.646174797
14.3,10.2,19.6,789,0.976115605,280.28,2.975529566
5.6,7.6,16.9,1733,0.54877204,94.64,2.827313622
11.2,11.2,19.6,789,0.540298018,219.52,2.975529566
2.7,3.5,16.2,1478,0.885660765,43.74,2.785011242
5.8,6,15,1956,0.534816206,87,2.708050201
10.5,10.9,16.4,1844,0.898197487,172.2,2.797281335
10.6,5,18.1,556,0.20967287,191.86,2.895911938
2.8,4.1,11.8,1600,0.500618256,33.04,2.468099531
22.2,18,21,922,0.049697875,466.2,3.044522438
20.2,14.9,15,1956,0.882313801,303,2.708050201
16.2,13.9,15.7,1022,0.705627778,254.34,2.753660712
16.2,11.5,16.7,1067,0.651531319,270.54,2.815408719
13.5,10.8,14.1,2200,0.705224661,190.35,2.646174797
26.8,11.4,18.1,556,0.490484585,485.08,2.895911938
7.1,8.4,17.2,1778,0.157844848,122.12,2.844909384
30,14.7,18.7,844,0.87455198,561,2.928523524
4.5,4.3,11.8,1600,0.624732229,53.1,2.468099531
11.5,8.5,20.3,800,0.908710396,233.45,3.010620886
12.9,10.3,13,1511,0.075026409,167.7,2.564949357
22.1,13.4,19.6,789,0.087550915,433.16,2.975529566
18.2,12.2,17.1,1411,0.883178207,311.22,2.839078464
11.3,10.1,16.4,1844,0.44269645,185.32,2.797281335
11.9,10.7,14.9,1222,0.661689312,177.31,2.701361213
15.1,10.5,19.6,789,0.037991193,295.96,2.975529566
25.1,14.5,15.7,1022,0.214126622,394.07,2.753660712
6.2,4.6,11.8,1600,0.773308476,73.16,2.468099531
9.4,9.6,14.9,1222,0.94636136,140.06,2.701361213
18.5,10.1,16.7,1067,0.59547227,308.95,2.815408719
3.7,4.4,9.7,1644,0.906832233,35.89,2.272125886
16,12.8,16.6,1467,0.45150885,265.6,2.809402695
10.7,14,17.2,1778,0.897048397,184.04,2.844909384
4,5,11.8,1600,0.742192525,47.2,2.468099531
10.5,11,16.6,1656,0.855607885,174.3,2.809402695
6.7,7.8,16.6,1467,0.510444212,111.22,2.809402695
18.5,11,17.1,1411,0.666232951,316.35,2.839078464
27.2,13.9,16.7,1067,0.865109465,454.24,2.815408719
2.7,4.4,9.7,1644,0.330831507,26.19,2.272125886
8.7,8.5,15.4,967,0.423071233,133.98,2.734367509
6.4,5.8,11.8,1600,0.82804246,75.52,2.468099531
6.2,5.9,15.1,489,0.095651734,93.62,2.714694744
15.4,12.6,16.7,1067,0.083461336,257.18,2.815408719
11.1,10.8,15,1956,0.861625203,166.5,2.708050201
18.1,10,12.9,633,0.346380771,233.49,2.557227311
16.1,12.1,17.1,1411,0.415843859,275.31,2.839078464
9.9,9,17.2,1778,0.892269116,170.28,2.844909384
14.6,15.8,16.6,1467,0.624451474,242.36,2.809402695
4.2,5.1,16.6,1656,0.821386588,69.72,2.809402695
5.3,5.4,16.2,1478,0.481556682,85.86,2.785011242
22,13.8,16.6,1656,0.277412702,365.2,2.809402695
9.7,5.8,14.9,1222,0.72438108,144.53,2.701361213
15.6,10.9,18.7,844,0.434922877,291.72,2.928523524
16,8.9,12.9,633,0.952392488,206.4,2.557227311
10.5,8.5,12.9,633,0.789582171,135.45,2.557227311
2.1,2.5,16.2,1478,0.11619167,34.02,2.785011242
22.6,8.2,13,1511,0.359926741,293.8,2.564949357
21.3,16.9,20.5,722,0.351825876,436.65,3.020424886
22.2,9.9,15.4,967,0.535354321,341.88,2.734367509
10.5,12.1,15.7,1022,0.480848469,164.85,2.753660712
19.8,16.7,15.4,967,0.722326025,304.92,2.734367509
18.2,13.5,16.5,589,0.974104256,300.3,2.803360381
19.8,13.8,21,922,0.5368019,415.8,3.044522438
3.6,4.7,9.7,1644,0.022842217,34.92,2.272125886
11,7.5,16.4,1844,0.789291944,180.4,2.797281335
24.8,14.4,19.6,789,0.372671778,486.08,2.975529566
6.9,5.6,9.7,1644,0.368261997,66.93,2.272125886
10.5,7.9,17.7,644,0.922005733,185.85,2.87356464
9,10.3,15,1956,0.76043601,135,2.708050201
10.1,7,19.6,789,0.556040473,197.96,2.975529566
11.2,11.7,14.1,2200,0.356845255,157.92,2.646174797
10.5,8.5,15,1956,0.550311643,157.5,2.708050201
11.6,6.7,20.1,733,0.114304357,233.16,3.000719815
11.3,12.5,14.1,2200,0.889909575,159.33,2.646174797
21,10.3,14.9,1222,0.717946458,312.9,2.701361213
2.9,3.3,15.1,489,0.128562686,43.79,2.714694744
14.5,11,18.7,844,0.524971512,271.15,2.928523524
3.1,2.7,15,1956,0.860899012,46.5,2.708050201
23.7,12.9,19.6,789,0.459291868,464.52,2.975529566
14.8,12.1,14.9,1222,0.430231645,220.52,2.701361213
13.2,12.2,16.9,1733,0.556368196,223.08,2.827313622
13.6,10.1,10.1,1522,0.646938381,137.36,2.312535424
7.3,4.5,15.7,1022,0.956546997,114.61,2.753660712
9.8,10.2,16.4,1844,0.084731399,160.72,2.797281335
6.6,6,15.4,1033,0.088848794,101.64,2.734367509
27.1,14.1,17.7,644,0.215331135,479.67,2.87356464
29.3,17.3,18.7,844,0.459105022,547.91,2.928523524
16.5,19.1,20.3,800,0.309245189,334.95,3.010620886
9.9,13.4,16.9,1733,0.69340828,167.31,2.827313622
15.1,15.1,20.1,733,0.724400487,303.51,3.000719815
16.6,5.7,17.7,644,0.87053387,293.82,2.87356464
12.3,8,17.2,1778,0.954379232,211.56,2.844909384
8.5,6.6,13,1511,0.50405361,110.5,2.564949357
7.8,11.3,17.2,1778,0.545377598,134.16,2.844909384
20.6,12.1,16.7,1067,0.096772505,344.02,2.815408719
5.8,5.2,16.5,589,0.830859409,95.7,2.803360381
23.4,12.4,21.2,967,0.727225887,496.08,3.054001182
6.8,3.7,15.7,1022,0.946598783,106.76,2.753660712
15.2,13.5,16.9,1733,0.425191794,256.88,2.827313622
16.9,11.2,15,1956,0.595946481,253.5,2.708050201
25.7,14.6,15.4,967,0.535696351,395.78,2.734367509
5.6,3.6,13,1511,0.18562708,72.8,2.564949357
3.7,6.5,11.8,1600,0.676792002,43.66,2.468099531
33.3,13.2,15.1,489,0.284966698,502.83,2.714694744
10.4,7.9,14.9,1222,0.105566995,154.96,2.701361213
9.5,9.2,18.7,844,0.04498057,177.65,2.928523524
6.5,6,21.2,967,0.001623537,137.8,3.054001182
26.9,14.4,14.9,1222,0.664194602,400.81,2.701361213
19.9,6.9,13,1511,0.531964505,258.7,2.564949357
15.6,14.2,14.1,2200,0.45275638,219.96,2.646174797
13.7,11,17.1,1411,0.482225546,234.27,2.839078464
18.4,9.9,15.1,489,0.938286293,277.84,2.714694744
22.2,13.1,18.1,556,0.627988696,401.82,2.895911938
15.2,10.7,15.7,656,0.263105431,238.64,2.753660712
19.7,9.8,16.7,1067,0.205433342,328.99,2.815408719
5.3,5.1,9.7,1644,0.416360459,51.41,2.272125886
11.4,9.4,15,1956,0.990335439,171,2.708050201
11.1,11.7,16.4,1844,0.070918769,182.04,2.797281335
6.5,8.7,15.7,1022,0.671869875,102.05,2.753660712
12.7,7.1,16.7,1067,0.823083406,212.09,2.815408719
11.2,13.1,20.5,722,0.86964247,229.6,3.020424886
18.9,11.5,21,922,0.070474535,396.9,3.044522438
6.5,9.7,15,1956,0.83335109,97.5,2.708050201
13.3,14.5,17.2,1778,0.048480446,228.76,2.844909384
22.3,14.6,17.7,644,0.349868743,394.71,2.87356464
7.8,6.1,16.5,589,0.227741952,128.7,2.803360381
3.9,3.7,11.8,1600,0.399554437,46.02,2.468099531
7.4,6.1,16.5,589,0.689028067,122.1,2.803360381
21.3,12.8,13,1511,0.83272548,276.9,2.564949357
23.1,14.8,20.1,733,0.758118232,464.31,3.000719815
12.7,9.2,17.2,1778,0.18579231,218.44,2.844909384
4.2,4.7,9.7,1644,0.631548373,40.74,2.272125886
16.7,12.7,16.6,1656,0.524724766,277.22,2.809402695
8,15.8,16.7,1067,0.776475276,133.6,2.815408719
6.7,6.8,17.1,1411,0.082153117,114.57,2.839078464
13.5,12.5,14.1,2200,0.417040861,190.35,2.646174797
14.6,16,16.6,1656,0.63878837,242.36,2.809402695
13,9.9,17.1,1411,0.375518681,222.3,2.839078464
4,4,11.8,1600,0.60767453,47.2,2.468099531
12.1,12,16.9,1733,0.763015963,204.49,2.827313622
2.9,4.3,16.2,1478,0.769420955,46.98,2.785011242
14.7,12.5,15.4,1033,0.081273753,226.38,2.734367509
6.9,8.4,15.4,967,0.026241746,106.26,2.734367509
15.3,8.8,20.1,733,0.787367522,307.53,3.000719815
23,9,15.1,489,0.670401012,347.3,2.714694744
16.1,9.8,15.4,1033,0.474711292,247.94,2.734367509
6.5,13.9,16.9,1733,0.706735895,109.85,2.827313622
15.1,14.5,20.3,800,0.080265397,306.53,3.010620886
10.2,8.6,14.1,2200,0.277111282,143.82,2.646174797
26.8,9.1,22.8,956,0.74042447,611.04,3.126760536
3.2,3.3,16.2,1478,0.841963449,51.84,2.785011242
3.6,2.8,15.4,1033,0.004791463,55.44,2.734367509
20.6,12.1,16.7,1067,0.575838737,344.02,2.815408719
16.3,11.1,14.9,1222,0.870222521,242.87,2.701361213
23.1,12.4,19.6,789,0.751920074,452.76,2.975529566
18.8,13.7,17.2,1778,0.021950085,323.36,2.844909384
5.2,6.4,14.1,2200,0.072055571,73.32,2.646174797
7.2,8.6,11.8,1600,0.525590462,84.96,2.468099531
11.6,15.2,18.1,556,0.593420056,209.96,2.895911938
33.1,14.8,15.7,1022,0.739941874,519.67,2.753660712
13.2,7.7,13.2,2122,0.599047886,174.24,2.58021683
4.1,5.8,15,1956,0.641457333,61.5,2.708050201
11.7,8.4,21.2,967,0.704769673,248.04,3.054001182
23.5,14.1,15.4,967,0.398651359,361.9,2.734367509
3.4,3.3,16.2,1478,0.990457683,55.08,2.785011242
27.1,14,15.4,967,0.032966684,417.34,2.734367509
18.2,14.2,20.3,800,0.645833045,369.46,3.010620886
10.8,8.8,10.1,1522,0.915586331,109.08,2.312535424
24.2,12.8,14.9,1222,0.242051143,360.58,2.701361213
5.6,4.4,9.7,1644,0.053258187,54.32,2.272125886
4.1,5.5,15,1956,0.68293131,61.5,2.708050201
11.7,10.4,16.6,1467,0.84551633,194.22,2.809402695
8.3,5.6,14.9,1222,0.6334599,123.67,2.701361213
5.6,3.2,15.7,656,0.323771392,87.92,2.753660712
2.7,3.5,16.2,1478,0.071975972,43.74,2.785011242
22.2,7.8,17.1,1411,0.756599496,379.62,2.839078464
6.3,5.6,16.2,1478,0.772431159,102.06,2.785011242
24,10.9,16.7,1067,0.516566833,400.8,2.815408719
7.5,11.2,14.1,2200,0.058174816,105.75,2.646174797
29.6,14.8,20.3,800,0.12816975,600.88,3.010620886
15.5,14.2,16.4,1844,0.890402835,254.2,2.797281335
14.8,14.3,16.9,1733,0.591511532,250.12,2.827313622
7.2,8.8,14.1,2200,0.951824875,101.52,2.646174797
14.8,15.6,17.7,644,0.418921783,261.96,2.87356464
10.2,10.2,16.9,1733,0.754711385,172.38,2.827313622
27.7,12.5,15.4,1033,0.692410882,426.58,2.734367509
18.2,15.7,20.5,722,0.02096271,373.1,3.020424886
9.7,6.9,16.9,1733,0.26317417,163.93,2.827313622
13.4,10.7,16.6,1467,0.186761924,222.44,2.809402695
12.3,8.2,14.9,1222,0.146630681,183.27,2.701361213
14.4,9.5,21,922,0.295608315,302.4,3.044522438
22,12.2,15.7,1022,0.220637299,345.4,2.753660712
4.8,4.7,7.2,1733,0.336691619,34.56,1.974081026
8.7,6.3,16.6,1467,0.688998973,144.42,2.809402695
4.8,4.7,9.7,1644,0.141196068,46.56,2.272125886
3.5,4.5,9.7,1644,0.039494247,33.95,2.272125886
16,9.4,13,1511,0.938223427,208,2.564949357
15.4,14.8,21,922,0.778818951,323.4,3.044522438
7,9.7,17.1,1411,0.044269513,119.7,2.839078464
6.6,6.2,21,922,0.332231161,138.6,3.044522438
3.2,3.9,9.7,1644,0.891144051,31.04,2.272125886
6.4,7.4,16.6,1467,0.943321374,106.24,2.809402695
3.6,4.4,11.8,1600,0.722601151,42.48,2.468099531
4.5,4.7,21,922,0.18135671,94.5,3.044522438
14.6,10,17.2,1778,0.102719463,251.12,2.844909384
22.9,16.2,21,922,0.260366299,480.9,3.044522438
3,5.2,9.7,1644,0.553933505,29.1,2.272125886
5.8,4.4,15.4,967,0.289143203,89.32,2.734367509
6.2,6,18.7,844,0.37373345,115.94,2.928523524
13.4,12.9,16.9,1733,0.437424976,226.46,2.827313622
15.6,12.2,16.9,1733,0.406091751,263.64,2.827313622
23.6,16.7,20.1,733,0.360815938,474.36,3.000719815
17.3,12.3,17.2,1778,0.666982042,297.56,2.844909384
2.9,5.4,9.7,1644,0.897989615,28.13,2.272125886
16.1,10.1,22.8,956,0.97636184,367.08,3.126760536
19.2,11.9,22.8,956,0.970549147,437.76,3.126760536
7.4,5.2,11.8,1600,0.798856367,87.32,2.468099531
11.8,6.7,15.7,656,0.381512542,185.26,2.753660712
5.9,4.6,9.7,1644,0.904485907,57.23,2.272125886
19.9,14.7,17.2,1778,0.876576498,342.28,2.844909384
11.3,5.8,20.3,800,0.154715863,229.39,3.010620886
3.2,4.1,11.8,1600,0.754929643,37.76,2.468099531
10.5,8.4,17.2,1778,0.634919022,180.6,2.844909384
5,4,15,1956,0.21382267,75,2.708050201
10.9,6.4,16.9,1733,0.138206245,184.21,2.827313622
3,4.1,11.8,1600,0.138620636,35.4,2.468099531
9.9,9.5,16.5,1356,0.802866664,163.35,2.803360381
7.6,7.1,22.8,956,0.064988288,173.28,3.126760536
10.5,10.3,16.4,1844,0.994374891,172.2,2.797281335
8.1,4.7,13,1511,0.783514657,105.3,2.564949357
20.3,12.5,17.7,644,0.512302643,359.31,2.87356464
9.6,8.2,14.1,2200,0.844249166,135.36,2.646174797
2.4,3.5,16.2,1478,0.726283956,38.88,2.785011242
18,10.8,14.9,1222,0.8610522,268.2,2.701361213
8.4,6.7,15.7,1022,0.026281551,131.88,2.753660712
15.2,12.7,17.1,1411,0.576340579,259.92,2.839078464
7.7,11.6,15.4,1033,0.954863494,118.58,2.734367509
22.3,14.2,14.9,1222,0.207539716,332.27,2.701361213
4.8,2.5,16.6,1656,0.492815266,79.68,2.809402695
14.3,16.4,17.2,1778,0.573975216,245.96,2.844909384
13,12.1,17.2,1778,0.493235525,223.6,2.844909384
5.3,3.2,13,1511,0.268032576,68.9,2.564949357
19.6,12.4,16.7,1067,0.35212021,327.32,2.815408719
6.4,4.1,18.7,844,0.964636505,119.68,2.928523524
19,13.1,14.9,1222,0.437407197,283.1,2.701361213
22.2,16.3,16.6,1656,0.313206275,368.52,2.809402695
15.6,14.3,16.9,1733,0.23922605,263.64,2.827313622
6.5,9.4,14.1,2200,0.750638444,91.65,2.646174797
16.5,12.3,20.1,733,0.535664371,331.65,3.000719815
13.4,12.5,16.9,1733,0.703355457,226.46,2.827313622
10.5,9.9,17.1,1411,0.670667107,179.55,2.839078464
6.8,8.2,15,1956,0.766524475,102,2.708050201
24,11.6,16.7,1067,0.738823261,400.8,2.815408719
16.5,13,14.9,1222,0.774419867,245.85,2.701361213
16.2,13.3,17.7,644,0.740165956,286.74,2.87356464
8.6,9.9,17.7,644,0.119060156,152.22,2.87356464
5.6,3.8,10.1,1522,0.991988659,56.56,2.312535424
16.6,6.8,15,1956,0.250642848,249,2.708050201
15.4,13.6,16.7,1067,0.857845344,257.18,2.815408719
20.2,12.5,17.1,1411,0.065098051,345.42,2.839078464
16.3,13.8,16.6,1656,0.634298526,270.58,2.809402695
15.7,10.1,16.4,1844,0.121512698,257.48,2.797281335
10.4,11.6,14.1,2200,0.308279116,146.64,2.646174797
24.4,12.7,15.7,656,0.588078827,383.08,2.753660712
8.6,9,18.1,556,0.146988821,155.66,2.895911938
14.8,10.4,12.9,633,0.674183213,190.92,2.557227311
22.2,13,16.2,1478,0.407761726,359.64,2.785011242
15.2,12.9,12.9,633,0.804098152,196.08,2.557227311
13,11.9,16.4,1844,0.145015755,213.2,2.797281335
18.7,18.9,16.4,1844,0.242262546,306.68,2.797281335
25.6,15.3,15.7,1022,0.824136417,401.92,2.753660712
5.8,9.8,16.6,1467,0.274654844,96.28,2.809402695
21.4,13.2,16.6,1656,0.278419596,355.24,2.809402695
18.4,13.1,17.1,1411,0.562840875,314.64,2.839078464
9.6,9.4,16.6,1467,0.012335849,159.36,2.809402695
5.8,4.3,13.2,2122,0.694344307,76.56,2.58021683
8.6,8.6,16.6,1656,0.806715054,142.76,2.809402695
17.3,9.8,16.9,1733,0.207648871,292.37,2.827313622
22.5,16.3,16.7,1067,0.263837546,375.75,2.815408719
7.6,11.7,17.2,1778,0.398184466,130.72,2.844909384
27.3,14.1,15.4,967,0.048639147,420.42,2.734367509
7.4,5.6,15,1956,0.374723967,111,2.708050201
18.8,13.7,16.7,1067,0.525314726,313.96,2.815408719
9.4,4.5,14.6,789,0.733385224,137.24,2.681021529
23.3,12,15.4,1033,0.540978338,358.82,2.734367509
11.9,9.9,16.6,1656,0.009976591,197.54,2.809402695
4.9,3.5,13,1511,0.058803238,63.7,2.564949357
7,11.9,14.1,2200,0.007041556,98.7,2.646174797
10,9.3,15.4,967,0.334752556,154,2.734367509
9,4.4,17.7,644,0.291709213,159.3,2.87356464
13.4,14.8,16.9,1733,0.244378638,226.46,2.827313622
7.3,5.9,11.8,1600,0.10082296,86.14,2.468099531
5.9,5.2,16.7,1067,0.637936001,98.53,2.815408719
18.5,8.8,22.8,956,0.524653595,421.8,3.126760536
4.3,5.4,9.7,1644,0.560676226,41.71,2.272125886
13.5,12.7,14.1,2200,0.076204424,190.35,2.646174797
13.9,14.1,15.7,656,0.288348758,218.23,2.753660712
5.9,2.6,15.4,1033,0.831876331,90.86,2.734367509
16.2,10.1,16.4,1844,0.917543752,265.68,2.797281335
5.7,6.9,16.2,1478,0.702825194,92.34,2.785011242
16.2,11.8,16.4,1844,0.242938632,265.68,2.797281335
16.8,10.4,16.5,589,0.263548666,277.2,2.803360381
6.4,5.5,16.4,1844,0.527510672,104.96,2.797281335
14.4,12.6,16.9,1733,0.253104637,243.36,2.827313622
8,8.1,21,922,0.969335366,168,3.044522438
4.3,6.3,15,1956,0.657971075,64.5,2.708050201
10.7,12.4,17.1,1411,0.265817939,182.97,2.839078464
7.5,11.7,17.2,1778,0.829052837,129,2.844909384
13.4,10.8,16.5,589,0.98909534,221.1,2.803360381
7.2,7.8,18.7,844,0.360099593,134.64,2.928523524
14.4,13.2,14.1,2200,0.061088202,203.04,2.646174797
18.3,16.5,16.5,1356,0.059454737,301.95,2.803360381
16.4,11.7,22.8,956,0.089517776,373.92,3.126760536
16,15.5,17.2,1778,0.081423127,275.2,2.844909384
14.4,9.5,15.1,1067,0.090468323,217.44,2.714694744
8.4,10.4,14.1,2200,0.076221488,118.44,2.646174797
30.4,11.7,16.2,1478,0.294940375,492.48,2.785011242
16.2,12.2,22.8,956,0.503274323,369.36,3.126760536
15.2,9,17.2,1778,0.404426583,261.44,2.844909384
7.2,12.6,14.1,2200,0.265179182,101.52,2.646174797
12.1,13.1,17.1,1411,0.000274936,206.91,2.839078464
2.2,3.8,15.1,489,0.414638522,33.22,2.714694744
24.2,18.9,21,922,0.26914078,508.2,3.044522438
4.5,5.5,16.2,1478,0.402892169,72.9,2.785011242
5.7,7.9,14.1,2200,0.97935232,80.37,2.646174797
21.3,9.6,14.9,1222,0.91396322,317.37,2.701361213
13.4,10.5,17.7,644,0.163580103,237.18,2.87356464
3.2,3.6,11.8,1600,0.831169483,37.76,2.468099531
8.9,8,16.4,1844,0.94967184,145.96,2.797281335
19.8,13.6,15,1956,0.289946754,297,2.708050201
24,14.9,18.7,844,0.049867464,448.8,2.928523524
23.6,7.6,13,1511,0.045740615,306.8,2.564949357
9.5,5.4,20.1,733,0.856504588,190.95,3.000719815
11.6,11.3,20.1,733,0.610558055,233.16,3.000719815
7.4,7.1,18.7,844,0.127439422,138.38,2.928523524
3.8,2.9,20.1,733,0.156927912,76.38,3.000719815
13.1,13.2,16.9,1733,0.153285192,221.39,2.827313622
17.2,15.1,22.8,956,0.918085813,392.16,3.126760536
3.8,4.2,17.2,1778,0.403483316,65.36,2.844909384
5.4,3.5,15.1,489,0.982270095,81.54,2.714694744
18.5,16.4,15.7,1022,0.573634822,290.45,2.753660712
5.6,6.7,15.4,1033,0.187942151,86.24,2.734367509
9.6,7.2,16.4,1844,0.451662373,157.44,2.797281335
6.6,6.5,16.4,1844,0.235912449,108.24,2.797281335
13.4,9,15.7,1022,0.133660803,210.38,2.753660712
21.7,8.3,13,1511,0.740591336,282.1,2.564949357
6.1,5.2,16.9,1733,0.768462327,103.09,2.827313622
15.4,14.2,16.6,1467,0.322526375,255.64,2.809402695
9.7,11.6,16.4,1844,0.556260958,159.08,2.797281335
14.3,14.3,21.2,967,0.160936458,303.16,3.054001182
3.7,4.1,9.7,1644,0.190499098,35.89,2.272125886
10.6,10.8,20.1,733,0.98939118,213.06,3.000719815
8.9,7.5,21,922,0.985512103,186.9,3.044522438
21.8,10.5,19.6,789,0.383407527,427.28,2.975529566
21.7,14.9,15.7,656,0.098586987,340.69,2.753660712
3.2,3.2,13,1511,0.378201328,41.6,2.564949357
5.2,11.8,14.1,2200,0.549142249,73.32,2.646174797
3.7,5.4,17.2,1778,0.798696488,63.64,2.844909384
9.3,8.8,16.4,1844,0.794689387,152.52,2.797281335
9,4.7,7.2,1733,0.893151394,64.8,1.974081026
13.4,13.7,15.4,1033,0.121646672,206.36,2.734367509
