d,h,hdo,den,s1,s2,sp,,,,
15.3,13.3,17.1,1411,0,1,birch,,,,
15.5,13.4,17.1,1411,0,1,birch,,,,
18,13.4,17.1,1411,0,1,birch,,,,
25.1,13.4,17.1,1411,0,1,birch,,,,
15.9,13.5,17.1,1411,0,1,birch,,,,
23.1,13.5,17.1,1411,0,1,birch,,,,
17,13.6,17.1,1411,0,1,birch,,,,
15.3,13.8,17.1,1411,0,1,birch,,,,
16.7,13.8,17.1,1411,0,1,birch,,,,
19.5,13.8,17.1,1411,0,1,birch,,,,
19.3,14,17.1,1411,0,1,birch,,,,
13.8,14.2,17.1,1411,0,1,birch,,,,
22.5,14.2,17.1,1411,0,1,birch,,,,
28.4,14.3,17.1,1411,0,1,birch,,,,
12.6,14.4,17.1,1411,0,1,birch,,,,
15.3,14.4,17.1,1411,0,1,birch,,,,
22.5,14.4,17.1,1411,0,1,birch,,,,
24,14.4,17.1,1411,0,1,birch,,,,
18.5,14.7,17.1,1411,0,1,birch,,,,
21.5,14.7,17.1,1411,0,1,birch,,,,
16.1,14.8,17.1,1411,0,1,birch,,,,
19.4,14.9,17.1,1411,0,1,birch,,,,
20.8,15,17.1,1411,0,1,birch,,,,
16,15.1,17.1,1411,0,1,birch,,,,
18,15.8,17.1,1411,0,1,birch,,,,
26.2,15.8,17.1,1411,0,1,birch,,,,
20.8,16,17.1,1411,0,1,birch,,,,
28.8,16.1,17.1,1411,0,1,birch,,,,
25.3,17.1,17.1,1411,0,1,birch,,,,
6.1,3.8,16.6,1467,0,1,birch,,,,
4.8,4.5,16.6,1467,0,1,birch,,,,
5.5,5.1,16.6,1467,0,1,birch,,,,
4.1,5.5,16.6,1467,0,1,birch,,,,
7.7,5.6,16.6,1467,0,1,birch,,,,
8.7,5.6,16.6,1467,0,1,birch,,,,
5.4,5.7,16.6,1467,0,1,birch,,,,
6.1,5.9,16.6,1467,0,1,birch,,,,
6.9,5.9,16.6,1467,0,1,birch,,,,
7.1,6.2,16.6,1467,0,1,birch,,,,
8.7,6.3,16.6,1467,0,1,birch,,,,
5.7,6.6,16.6,1467,0,1,birch,,,,
8.5,6.6,16.6,1467,0,1,birch,,,,
9.5,6.6,16.6,1467,0,1,birch,,,,
5.4,6.9,16.6,1467,0,1,birch,,,,
7.3,7,16.6,1467,0,1,birch,,,,
9.9,7,16.6,1467,0,1,birch,,,,
8.2,7.1,16.6,1467,0,1,birch,,,,
5.4,7.3,16.6,1467,0,1,birch,,,,
6.4,7.4,16.6,1467,0,1,birch,,,,
5.4,7.5,16.6,1467,0,1,birch,,,,
11.5,7.6,16.6,1467,0,1,birch,,,,
6.3,7.8,16.6,1467,0,1,birch,,,,
6.7,7.8,16.6,1467,0,1,birch,,,,
10.6,7.8,16.6,1467,0,1,birch,,,,
8.6,7.9,16.6,1467,0,1,birch,,,,
9.1,7.9,16.6,1467,0,1,birch,,,,
5.8,8,16.6,1467,0,1,birch,,,,
4.1,8.1,16.6,1467,0,1,birch,,,,
10,8.1,16.6,1467,0,1,birch,,,,
7.8,8.2,16.6,1467,0,1,birch,,,,
8.7,8.2,16.6,1467,0,1,birch,,,,
8.3,8.3,16.6,1467,0,1,birch,,,,
8.9,8.4,16.6,1467,0,1,birch,,,,
7.5,8.6,16.6,1467,0,1,birch,,,,
7.2,9.1,16.6,1467,0,1,birch,,,,
9.6,9.4,16.6,1467,0,1,birch,,,,
11.1,9.4,16.6,1467,0,1,birch,,,,
11.2,9.7,16.6,1467,0,1,birch,,,,
5.8,9.8,16.6,1467,0,1,birch,,,,
9.7,9.9,16.6,1467,0,1,birch,,,,
13.1,10.1,16.6,1467,0,1,birch,,,,
11.8,10.3,16.6,1467,0,1,birch,,,,
13.7,10.3,16.6,1467,0,1,birch,,,,
11.7,10.4,16.6,1467,0,1,birch,,,,
9.8,10.5,16.6,1467,0,1,birch,,,,
6.5,10.6,16.6,1467,0,1,birch,,,,
12.1,10.6,16.6,1467,0,1,birch,,,,
13.4,10.7,16.6,1467,0,1,birch,,,,
8.9,10.8,16.6,1467,0,1,birch,,,,
9.4,10.8,16.6,1467,0,1,birch,,,,
11,10.9,16.6,1467,0,1,birch,,,,
7.8,11.2,16.6,1467,0,1,birch,,,,
9.5,11.3,16.6,1467,0,1,birch,,,,
12.2,11.5,16.6,1467,0,1,birch,,,,
11.7,11.8,16.6,1467,0,1,birch,,,,
14.8,12.1,16.6,1467,0,1,birch,,,,
16,12.8,16.6,1467,0,1,birch,,,,
8.6,13.2,16.6,1467,0,1,birch,,,,
19.5,13.9,16.6,1467,0,1,birch,,,,
13.1,14,16.6,1467,0,1,birch,,,,
20.4,14,16.6,1467,0,1,birch,,,,
15.4,14.2,16.6,1467,0,1,birch,,,,
15.3,14.4,16.6,1467,0,1,birch,,,,
20.9,14.4,16.6,1467,0,1,birch,,,,
28.1,14.6,16.6,1467,0,1,birch,,,,
19.1,15.1,16.6,1467,0,1,birch,,,,
19.2,15.7,16.6,1467,0,1,birch,,,,
14.6,15.8,16.6,1467,0,1,birch,,,,
18.5,15.9,16.6,1467,0,1,birch,,,,
15.6,16.3,16.6,1467,0,1,birch,,,,
14.2,16.5,16.6,1467,0,1,birch,,,,
18.3,16.7,16.6,1467,0,1,birch,,,,
2.9,1.9,16.2,1478,0,1,birch,,,,
3.6,1.9,16.2,1478,0,1,birch,,,,
2.1,2.5,16.2,1478,0,1,birch,,,,
2.2,2.5,16.2,1478,0,1,birch,,,,
2.3,2.5,16.2,1478,0,1,birch,,,,
3.5,2.5,16.2,1478,0,1,birch,,,,
2.2,2.6,16.2,1478,0,1,birch,,,,
2.5,2.7,16.2,1478,0,1,birch,,,,
2.6,2.7,16.2,1478,0,1,birch,,,,
2.8,2.7,16.2,1478,0,1,birch,,,,
2.2,2.8,16.2,1478,0,1,birch,,,,
3,3,16.2,1478,0,1,birch,,,,
2.2,3.1,16.2,1478,0,1,birch,,,,
2,3.2,16.2,1478,0,1,birch,,,,
2.5,3.2,16.2,1478,0,1,birch,,,,
6.9,3.2,16.2,1478,0,1,birch,,,,
3.2,3.3,16.2,1478,0,1,birch,,,,
3.4,3.3,16.2,1478,0,1,birch,,,,
3.7,3.3,16.2,1478,0,1,birch,,,,
4.4,3.3,16.2,1478,0,1,birch,,,,
2.2,3.4,16.2,1478,0,1,birch,,,,
2.3,3.5,16.2,1478,0,1,birch,,,,
2.4,3.5,16.2,1478,0,1,birch,,,,
2.7,3.5,16.2,1478,0,1,birch,,,,
2.7,3.5,16.2,1478,0,1,birch,,,,
2.9,3.5,16.2,1478,0,1,birch,,,,
3.1,3.5,16.2,1478,0,1,birch,,,,
3.1,3.5,16.2,1478,0,1,birch,,,,
3.2,3.5,16.2,1478,0,1,birch,,,,
3.2,3.5,16.2,1478,0,1,birch,,,,
3.5,3.5,16.2,1478,0,1,birch,,,,
3.5,3.5,16.2,1478,0,1,birch,,,,
4.1,3.5,16.2,1478,0,1,birch,,,,
4.8,3.5,16.2,1478,0,1,birch,,,,
3.5,3.6,16.2,1478,0,1,birch,,,,
2.6,3.7,16.2,1478,0,1,birch,,,,
3.9,3.7,16.2,1478,0,1,birch,,,,
4,3.7,16.2,1478,0,1,birch,,,,
3.1,3.8,16.2,1478,0,1,birch,,,,
3.7,3.8,16.2,1478,0,1,birch,,,,
3.2,3.9,16.2,1478,0,1,birch,,,,
3.3,3.9,16.2,1478,0,1,birch,,,,
3.5,3.9,16.2,1478,0,1,birch,,,,
3.6,3.9,16.2,1478,0,1,birch,,,,
4,3.9,16.2,1478,0,1,birch,,,,
4,3.9,16.2,1478,0,1,birch,,,,
4.1,4,16.2,1478,0,1,birch,,,,
5,4,16.2,1478,0,1,birch,,,,
4.1,4.1,16.2,1478,0,1,birch,,,,
3.5,4.2,16.2,1478,0,1,birch,,,,
2.9,4.3,16.2,1478,0,1,birch,,,,
5.7,4.3,16.2,1478,0,1,birch,,,,
3.4,4.5,16.2,1478,0,1,birch,,,,
3.7,4.5,16.2,1478,0,1,birch,,,,
3.8,4.5,16.2,1478,0,1,birch,,,,
4.1,4.5,16.2,1478,0,1,birch,,,,
4.9,4.5,16.2,1478,0,1,birch,,,,
5.5,4.5,16.2,1478,0,1,birch,,,,
4.3,4.6,16.2,1478,0,1,birch,,,,
3.8,4.7,16.2,1478,0,1,birch,,,,
4.6,4.7,16.2,1478,0,1,birch,,,,
11.2,4.7,16.2,1478,0,1,birch,,,,
5.5,5,16.2,1478,0,1,birch,,,,
4.1,5.1,16.2,1478,0,1,birch,,,,
5.9,5.1,16.2,1478,0,1,birch,,,,
3.9,5.4,16.2,1478,0,1,birch,,,,
5.3,5.4,16.2,1478,0,1,birch,,,,
6,5.4,16.2,1478,0,1,birch,,,,
4.1,5.5,16.2,1478,0,1,birch,,,,
4.5,5.5,16.2,1478,0,1,birch,,,,
6.4,5.5,16.2,1478,0,1,birch,,,,
6.3,5.6,16.2,1478,0,1,birch,,,,
6.1,5.7,16.2,1478,0,1,birch,,,,
4.5,5.8,16.2,1478,0,1,birch,,,,
6.5,5.8,16.2,1478,0,1,birch,,,,
7.3,5.8,16.2,1478,0,1,birch,,,,
6.1,5.9,16.2,1478,0,1,birch,,,,
8.4,5.9,16.2,1478,0,1,birch,,,,
5.4,6,16.2,1478,0,1,birch,,,,
7.5,6.1,16.2,1478,0,1,birch,,,,
5.5,6.3,16.2,1478,0,1,birch,,,,
5.9,6.3,16.2,1478,0,1,birch,,,,
6.5,6.4,16.2,1478,0,1,birch,,,,
7,6.4,16.2,1478,0,1,birch,,,,
8,6.5,16.2,1478,0,1,birch,,,,
7.8,6.7,16.2,1478,0,1,birch,,,,
9.2,6.7,16.2,1478,0,1,birch,,,,
5.7,6.9,16.2,1478,0,1,birch,,,,
6.8,6.9,16.2,1478,0,1,birch,,,,
8.9,6.9,16.2,1478,0,1,birch,,,,
10.2,7.8,16.2,1478,0,1,birch,,,,
11.5,7.9,16.2,1478,0,1,birch,,,,
9.8,8.4,16.2,1478,0,1,birch,,,,
18.4,9.5,16.2,1478,0,1,birch,,,,
27.1,10.5,16.2,1478,0,1,birch,,,,
29.2,10.5,16.2,1478,0,1,birch,,,,
19.7,10.6,16.2,1478,0,1,birch,,,,
30.4,11.7,16.2,1478,0,1,birch,,,,
23.4,12,16.2,1478,0,1,birch,,,,
27.7,12.1,16.2,1478,0,1,birch,,,,
19.2,12.4,16.2,1478,0,1,birch,,,,
28.2,12.4,16.2,1478,0,1,birch,,,,
26.8,12.8,16.2,1478,0,1,birch,,,,
22.2,13,16.2,1478,0,1,birch,,,,
28.8,13.1,16.2,1478,0,1,birch,,,,
14.9,13.3,16.2,1478,0,1,birch,,,,
31.4,13.4,16.2,1478,0,1,birch,,,,
22.3,13.5,16.2,1478,0,1,birch,,,,
27.4,13.6,16.2,1478,0,1,birch,,,,
15.8,13.9,16.2,1478,0,1,birch,,,,
26.5,15.7,16.2,1478,0,1,birch,,,,
3,2.2,13,1511,0,1,birch,,,,
4,2.7,13,1511,0,1,birch,,,,
2.8,2.8,13,1511,0,1,birch,,,,
3.4,2.9,13,1511,0,1,birch,,,,
3.6,2.9,13,1511,0,1,birch,,,,
6.5,3,13,1511,0,1,birch,,,,
3.2,3.2,13,1511,0,1,birch,,,,
5.3,3.2,13,1511,0,1,birch,,,,
3.3,3.3,13,1511,0,1,birch,,,,
3.8,3.4,13,1511,0,1,birch,,,,
7.9,3.4,13,1511,0,1,birch,,,,
4.9,3.5,13,1511,0,1,birch,,,,
3.2,3.6,13,1511,0,1,birch,,,,
4.9,3.6,13,1511,0,1,birch,,,,
5.6,3.6,13,1511,0,1,birch,,,,
3.5,3.7,13,1511,0,1,birch,,,,
5.8,3.7,13,1511,0,1,birch,,,,
5.6,3.8,13,1511,0,1,birch,,,,
5.8,3.8,13,1511,0,1,birch,,,,
4.1,4.1,13,1511,0,1,birch,,,,
5.8,4.1,13,1511,0,1,birch,,,,
3,4.2,13,1511,0,1,birch,,,,
4.7,4.2,13,1511,0,1,birch,,,,
5.2,4.2,13,1511,0,1,birch,,,,
8.9,4.2,13,1511,0,1,birch,,,,
2.6,4.4,13,1511,0,1,birch,,,,
5.2,4.4,13,1511,0,1,birch,,,,
5.4,4.4,13,1511,0,1,birch,,,,
5.4,4.4,13,1511,0,1,birch,,,,
3.5,4.6,13,1511,0,1,birch,,,,
3.8,4.6,13,1511,0,1,birch,,,,
4.8,4.6,13,1511,0,1,birch,,,,
8.1,4.7,13,1511,0,1,birch,,,,
13.1,4.7,13,1511,0,1,birch,,,,
6.6,4.8,13,1511,0,1,birch,,,,
7,4.8,13,1511,0,1,birch,,,,
4.6,4.9,13,1511,0,1,birch,,,,
5.1,4.9,13,1511,0,1,birch,,,,
7.5,5,13,1511,0,1,birch,,,,
7.8,5,13,1511,0,1,birch,,,,
5.2,5.2,13,1511,0,1,birch,,,,
5.3,5.2,13,1511,0,1,birch,,,,
5.8,5.2,13,1511,0,1,birch,,,,
6.9,5.2,13,1511,0,1,birch,,,,
8.9,5.2,13,1511,0,1,birch,,,,
10.1,5.3,13,1511,0,1,birch,,,,
15.2,5.3,13,1511,0,1,birch,,,,
3.5,5.4,13,1511,0,1,birch,,,,
12.3,5.4,13,1511,0,1,birch,,,,
5,5.6,13,1511,0,1,birch,,,,
6.6,5.6,13,1511,0,1,birch,,,,
7.9,5.6,13,1511,0,1,birch,,,,
5,5.7,13,1511,0,1,birch,,,,
7,5.9,13,1511,0,1,birch,,,,
8.1,5.9,13,1511,0,1,birch,,,,
8.2,6.1,13,1511,0,1,birch,,,,
6.8,6.2,13,1511,0,1,birch,,,,
10.4,6.2,13,1511,0,1,birch,,,,
8.9,6.4,13,1511,0,1,birch,,,,
12.2,6.4,13,1511,0,1,birch,,,,
10.3,6.5,13,1511,0,1,birch,,,,
8.5,6.6,13,1511,0,1,birch,,,,
12.8,6.7,13,1511,0,1,birch,,,,
13.1,6.9,13,1511,0,1,birch,,,,
16.5,6.9,13,1511,0,1,birch,,,,
19.9,6.9,13,1511,0,1,birch,,,,
6.4,7.1,13,1511,0,1,birch,,,,
8.9,7.1,13,1511,0,1,birch,,,,
6.5,7.3,13,1511,0,1,birch,,,,
7.9,7.3,13,1511,0,1,birch,,,,
8.3,7.3,13,1511,0,1,birch,,,,
10.5,7.3,13,1511,0,1,birch,,,,
10.4,7.4,13,1511,0,1,birch,,,,
23.6,7.6,13,1511,0,1,birch,,,,
9,7.8,13,1511,0,1,birch,,,,
11.8,7.8,13,1511,0,1,birch,,,,
20.6,7.9,13,1511,0,1,birch,,,,
13.2,8,13,1511,0,1,birch,,,,
10.6,8.2,13,1511,0,1,birch,,,,
15.9,8.2,13,1511,0,1,birch,,,,
22.6,8.2,13,1511,0,1,birch,,,,
11.7,8.3,13,1511,0,1,birch,,,,
21.7,8.3,13,1511,0,1,birch,,,,
11.2,8.4,13,1511,0,1,birch,,,,
17.2,8.4,13,1511,0,1,birch,,,,
18.9,8.6,13,1511,0,1,birch,,,,
11.6,8.7,13,1511,0,1,birch,,,,
12.3,8.9,13,1511,0,1,birch,,,,
11.2,9.2,13,1511,0,1,birch,,,,
18.1,9.2,13,1511,0,1,birch,,,,
14.6,9.3,13,1511,0,1,birch,,,,
16,9.4,13,1511,0,1,birch,,,,
17.1,9.5,13,1511,0,1,birch,,,,
26.7,9.5,13,1511,0,1,birch,,,,
28.2,9.6,13,1511,0,1,birch,,,,
13.7,9.7,13,1511,0,1,birch,,,,
16.7,9.7,13,1511,0,1,birch,,,,
21.3,9.7,13,1511,0,1,birch,,,,
13.9,9.8,13,1511,0,1,birch,,,,
23.4,9.8,13,1511,0,1,birch,,,,
13.6,9.9,13,1511,0,1,birch,,,,
14.7,9.9,13,1511,0,1,birch,,,,
19.6,10,13,1511,0,1,birch,,,,
13.6,10.1,13,1511,0,1,birch,,,,
15.8,10.2,13,1511,0,1,birch,,,,
19.3,10.2,13,1511,0,1,birch,,,,
12.9,10.3,13,1511,0,1,birch,,,,
17.5,10.4,13,1511,0,1,birch,,,,
18.3,10.4,13,1511,0,1,birch,,,,
13.4,10.5,13,1511,0,1,birch,,,,
17.4,10.5,13,1511,0,1,birch,,,,
16.8,10.6,13,1511,0,1,birch,,,,
19,10.6,13,1511,0,1,birch,,,,
24.4,10.7,13,1511,0,1,birch,,,,
19.4,11.2,13,1511,0,1,birch,,,,
20.9,11.2,13,1511,0,1,birch,,,,
16.2,11.4,13,1511,0,1,birch,,,,
18.2,11.4,13,1511,0,1,birch,,,,
16.7,11.5,13,1511,0,1,birch,,,,
20.5,11.6,13,1511,0,1,birch,,,,
14.2,11.7,13,1511,0,1,birch,,,,
16.5,11.8,13,1511,0,1,birch,,,,
12.6,12.1,13,1511,0,1,birch,,,,
16.3,12.2,13,1511,0,1,birch,,,,
22.6,12.4,13,1511,0,1,birch,,,,
21.3,12.8,13,1511,0,1,birch,,,,
2.5,3.4,10.1,1522,0,1,birch,,,,
3.2,3.7,10.1,1522,0,1,birch,,,,
3.2,3.8,10.1,1522,0,1,birch,,,,
5.6,3.8,10.1,1522,0,1,birch,,,,
3.8,4,10.1,1522,0,1,birch,,,,
3.3,4.1,10.1,1522,0,1,birch,,,,
9.3,4.4,15.8,1522,0,1,birch,,,,
2.6,4.7,10.1,1522,0,1,birch,,,,
2.9,5.2,10.1,1522,0,1,birch,,,,
11,5.7,15.8,1522,0,1,birch,,,,
5.2,6.2,10.1,1522,0,1,birch,,,,
5.7,6.3,15.8,1522,0,1,birch,,,,
10.1,6.4,15.8,1522,0,1,birch,,,,
7.6,6.6,10.1,1522,0,1,birch,,,,
6.3,6.9,15.8,1522,0,1,birch,,,,
7.2,6.9,10.1,1522,0,1,birch,,,,
8,7.5,15.8,1522,0,1,birch,,,,
11.8,7.9,15.8,1522,0,1,birch,,,,
12.2,8.5,15.8,1522,0,1,birch,,,,
10.8,8.8,10.1,1522,0,1,birch,,,,
12,9,15.8,1522,0,1,birch,,,,
11.6,9.1,10.1,1522,0,1,birch,,,,
11.6,9.2,10.1,1522,0,1,birch,,,,
9,9.6,15.8,1522,0,1,birch,,,,
13.7,9.6,10.1,1522,0,1,birch,,,,
13.6,10.1,10.1,1522,0,1,birch,,,,
12.5,10.4,10.1,1522,0,1,birch,,,,
15.4,10.6,10.1,1522,0,1,birch,,,,
10.6,10.8,15.8,1522,0,1,birch,,,,
10.1,11.3,15.8,1522,0,1,birch,,,,
26.4,12.3,15.8,1522,0,1,birch,,,,
16.4,12.5,15.8,1522,0,1,birch,,,,
33.4,13.9,15.8,1522,0,1,birch,,,,
3.1,3.2,11.8,1600,0,1,birch,,,,
3.3,3.4,11.8,1600,0,1,birch,,,,
3.2,3.6,11.8,1600,0,1,birch,,,,
4.1,3.6,11.8,1600,0,1,birch,,,,
4.6,3.6,11.8,1600,0,1,birch,,,,
3.8,3.7,11.8,1600,0,1,birch,,,,
3.9,3.7,11.8,1600,0,1,birch,,,,
2.5,3.8,11.8,1600,0,1,birch,,,,
2.9,3.8,11.8,1600,0,1,birch,,,,
3.7,3.8,11.8,1600,0,1,birch,,,,
4.3,3.8,11.8,1600,0,1,birch,,,,
2.7,3.9,11.8,1600,0,1,birch,,,,
3,3.9,11.8,1600,0,1,birch,,,,
4.4,3.9,11.8,1600,0,1,birch,,,,
3.5,4,11.8,1600,0,1,birch,,,,
4,4,11.8,1600,0,1,birch,,,,
7,4,11.8,1600,0,1,birch,,,,
2.8,4.1,11.8,1600,0,1,birch,,,,
3,4.1,11.8,1600,0,1,birch,,,,
3,4.1,11.8,1600,0,1,birch,,,,
3.1,4.1,11.8,1600,0,1,birch,,,,
3.2,4.1,11.8,1600,0,1,birch,,,,
3.5,4.1,11.8,1600,0,1,birch,,,,
2.7,4.2,11.8,1600,0,1,birch,,,,
3,4.2,11.8,1600,0,1,birch,,,,
3.2,4.2,11.8,1600,0,1,birch,,,,
3.2,4.2,11.8,1600,0,1,birch,,,,
3.3,4.2,11.8,1600,0,1,birch,,,,
3.7,4.2,11.8,1600,0,1,birch,,,,
3.7,4.2,11.8,1600,0,1,birch,,,,
4.7,4.2,11.8,1600,0,1,birch,,,,
3.8,4.3,11.8,1600,0,1,birch,,,,
3.8,4.3,11.8,1600,0,1,birch,,,,
4.5,4.3,11.8,1600,0,1,birch,,,,
4.6,4.3,11.8,1600,0,1,birch,,,,
4.7,4.3,11.8,1600,0,1,birch,,,,
5.2,4.3,11.8,1600,0,1,birch,,,,
3.1,4.4,11.8,1600,0,1,birch,,,,
3.6,4.4,11.8,1600,0,1,birch,,,,
3.6,4.4,11.8,1600,0,1,birch,,,,
3.9,4.4,11.8,1600,0,1,birch,,,,
4.9,4.4,11.8,1600,0,1,birch,,,,
4.9,4.4,11.8,1600,0,1,birch,,,,
5.2,4.4,11.8,1600,0,1,birch,,,,
2.8,4.5,11.8,1600,0,1,birch,,,,
4.2,4.5,11.8,1600,0,1,birch,,,,
5.3,4.5,11.8,1600,0,1,birch,,,,
3.5,4.6,11.8,1600,0,1,birch,,,,
3.5,4.6,11.8,1600,0,1,birch,,,,
4.8,4.6,11.8,1600,0,1,birch,,,,
5.5,4.6,11.8,1600,0,1,birch,,,,
5.6,4.6,11.8,1600,0,1,birch,,,,
6.2,4.6,11.8,1600,0,1,birch,,,,
3,4.7,11.8,1600,0,1,birch,,,,
3.4,4.7,11.8,1600,0,1,birch,,,,
4,4.7,11.8,1600,0,1,birch,,,,
4.8,4.7,11.8,1600,0,1,birch,,,,
3.2,4.8,11.8,1600,0,1,birch,,,,
3.4,4.8,11.8,1600,0,1,birch,,,,
3.8,4.8,11.8,1600,0,1,birch,,,,
4,4.8,11.8,1600,0,1,birch,,,,
4.3,4.8,11.8,1600,0,1,birch,,,,
4.5,4.8,11.8,1600,0,1,birch,,,,
5.9,4.8,11.8,1600,0,1,birch,,,,
6.4,4.8,11.8,1600,0,1,birch,,,,
6.5,4.8,11.8,1600,0,1,birch,,,,
4.7,4.9,11.8,1600,0,1,birch,,,,
4,5,11.8,1600,0,1,birch,,,,
5.2,5,11.8,1600,0,1,birch,,,,
7.6,5,11.8,1600,0,1,birch,,,,
3.1,5.1,11.8,1600,0,1,birch,,,,
3.6,5.1,11.8,1600,0,1,birch,,,,
5.2,5.1,11.8,1600,0,1,birch,,,,
5.4,5.1,11.8,1600,0,1,birch,,,,
3.9,5.2,11.8,1600,0,1,birch,,,,
4.7,5.2,11.8,1600,0,1,birch,,,,
5.3,5.2,11.8,1600,0,1,birch,,,,
5.3,5.2,11.8,1600,0,1,birch,,,,
5.8,5.2,11.8,1600,0,1,birch,,,,
6.2,5.2,11.8,1600,0,1,birch,,,,
6.5,5.2,11.8,1600,0,1,birch,,,,
7.4,5.2,11.8,1600,0,1,birch,,,,
11.3,5.3,11.8,1600,0,1,birch,,,,
3.2,5.4,11.8,1600,0,1,birch,,,,
4.2,5.4,11.8,1600,0,1,birch,,,,
4.4,5.4,11.8,1600,0,1,birch,,,,
4.8,5.4,11.8,1600,0,1,birch,,,,
5,5.4,11.8,1600,0,1,birch,,,,
5.2,5.4,11.8,1600,0,1,birch,,,,
4.2,5.5,11.8,1600,0,1,birch,,,,
4.6,5.6,11.8,1600,0,1,birch,,,,
5.3,5.6,11.8,1600,0,1,birch,,,,
6.4,5.6,11.8,1600,0,1,birch,,,,
6.8,5.6,11.8,1600,0,1,birch,,,,
7.7,5.6,11.8,1600,0,1,birch,,,,
4.7,5.7,11.8,1600,0,1,birch,,,,
6.8,5.7,11.8,1600,0,1,birch,,,,
4.2,5.8,11.8,1600,0,1,birch,,,,
5,5.8,11.8,1600,0,1,birch,,,,
6.4,5.8,11.8,1600,0,1,birch,,,,
8.4,5.8,11.8,1600,0,1,birch,,,,
7.3,5.9,11.8,1600,0,1,birch,,,,
11.1,6.1,11.8,1600,0,1,birch,,,,
5.6,6.2,11.8,1600,0,1,birch,,,,
6.5,6.2,11.8,1600,0,1,birch,,,,
6.9,6.2,11.8,1600,0,1,birch,,,,
8.8,6.2,11.8,1600,0,1,birch,,,,
